Irn,SellerGstin,BuyerGstin,DocNo,DocDt,AssAmt,IgstAmt,TotalVal
a66d4238f2224948aef452999a073530,23ABCDE7990F1Z475,16ABCDE1567F1Z528,INV-1019,2023-12-20,333192.72,59974.69,393167.41
ece9bbf875a34d51944e035036154873,20ABCDE2036F1Z783,22ABCDE7054F1Z677,INV-1020,2023-11-01,423837.48,76290.75,500128.23
130030956cae47f9b7d56b74b5276456,07BBBBB6470B1Z180,16ABCDE8753F1Z916,INV-1021,2023-08-19,140121.34,25221.84,165343.18
6ef3a9d78cb9488ab0c62f5de2f244d0,26ABCDE7837F1Z1150,19ABCDE7061F1Z557,INV-1022,2023-09-17,96370.21,17346.64,113716.85
71a4bf3cbd364159b1949297cc5f77a1,27AAAAA3315A1Z166,27AAAAA3487A1Z92,INV-1023,2023-06-26,189632.21,34133.8,223766.01
31b21fcb9e51418cb8261b069330d3e6,24ABCDE2224F1Z256,25ABCDE4419F1Z1121,INV-1024,2023-04-02,123015.6,22142.81,145158.41
9a066789999c46d3bd3f69e46114d88a,34ABCDE7901F1Z854,21ABCDE1891F1Z913,INV-1025,2023-05-20,396773.57,71419.24,468192.81
8a0fb65cad9b46a19dcc30b488724a73,27AAAAA6445A1Z56,27AAAAA8584A1Z116,INV-1026,2023-09-29,433957.32,78112.32,512069.64
1ab796c55b54499d8a79d93374f38b6d,32ABCDE7917F1Z1141,20ABCDE8471F1Z72,INV-1027,2023-06-03,441433.4,79458.01,520891.41000000003
da4b4b66335549ce9e8b8b4ec1d8a95a,29ABCDE4254F1Z878,35ABCDE2550F1Z1144,INV-1028,2023-06-03,381053.21,68589.58,449642.79000000004
e92fc36132434c57909137882ead0da8,30ABCDE3918F1Z678,17ABCDE9252F1Z108,INV-1029,2023-04-24,201829.44,36329.3,238158.74
9b5355ccbd0045e1b3927c2f3b7d2f44,28ABCDE9365F1Z694,29ABCDE6877F1Z367,INV-1030,2023-12-02,362676.4,65281.75,427958.15
63121a68616c4395baca1ad3b9aefc55,25ABCDE1216F1Z7,22ABCDE7366F1Z251,INV-1031,2023-11-08,156995.02,28259.1,185254.12
5630627b7a3341d8807e1236096499d8,25ABCDE5996F1Z876,15ABCDE7277F1Z882,INV-1032,2023-07-06,220121.78,39621.92,259743.7
2ece3060938a49889ca4e66fae87e8b0,27AAAAA5089A1Z48,27AAAAA7399A1Z260,INV-1033,2023-05-31,158866.3,28595.93,187462.22999999998
039e8e91d70648fda6bbd53aabe3cbce,23ABCDE9173F1Z469,36ABCDE2858F1Z263,INV-1034,2023-05-18,399223.68,71860.26,471083.94
12f8015461c54b23a1dcc9725ab5da78,18ABCDE7642F1Z268,14ABCDE1190F1Z56,INV-1035,2023-12-13,153543.87,27637.9,181181.77
da85023ea2e645c2801bfbd5d1bb2717,21ABCDE4726F1Z1008,18ABCDE7642F1Z268,INV-1036,2023-08-12,107707.24,19387.3,127094.54000000001
b5819a5affe3412c9e7d21f7f18d0a4b,31ABCDE8999F1Z930,16ABCDE9999F1Z284,INV-1037,2023-06-02,338840.96,60991.37,399832.33
b658407b980642dbafa721f88e08016b,07BBBBB7201B1Z293,26ABCDE9663F1Z656,INV-1038,2023-08-16,80625.03,14512.51,95137.54
e2020c4c6bd043cf83e52d8583bf6388,15ABCDE4596F1Z872,27ABCDE6962F1Z55,INV-1039,2023-11-02,300297.88,54053.62,354351.5
2edc27de15794da2ab8c3756b68f8174,22ABCDE7366F1Z251,15ABCDE6330F1Z904,INV-1040,2023-11-26,233916.66,42105.0,276021.66000000003
b60dcde181cc4ecaa20f2bf541289c53,32ABCDE4394F1Z1042,13ABCDE1838F1Z447,INV-1041,2023-10-30,253840.23,45691.24,299531.47000000003
01fd67c6d72c456ca8eb41dce5a64351,15ABCDE6150F1Z174,23ABCDE1961F1Z868,INV-1042,2023-11-17,229966.61,41393.99,271360.6
71c7cae0979743e999f65f1d0f0ad086,24ABCDE9252F1Z140,33ABCDE9723F1Z90,INV-1043,2023-09-06,433736.77,78072.62,511809.39
7cbbbce85f67446c9040b86465c16e44,28ABCDE9326F1Z510,28ABCDE4791F1Z865,INV-1044,2023-05-19,276239.72,49723.15,325962.87
7092296815f94a17a9e76d02d0be28a0,33ABCDE4013F1Z947,12ABCDE9263F1Z12,INV-1045,2023-12-30,363606.34,65449.14,429055.48000000004
91a6116c3e05407ba03875eb9c026456,25ABCDE5996F1Z876,12ABCDE7283F1Z1007,INV-1046,2023-06-07,148728.51,26771.13,175499.64
89a997a7e87742019af33f1b5abfcc05,33ABCDE4027F1Z689,13ABCDE9700F1Z684,INV-1047,2023-04-17,497905.49,89622.99,587528.48
8a0d85b32887464db2aee6221c27b99b,22ABCDE1681F1Z729,18ABCDE7051F1Z826,INV-1048,2023-07-12,131878.0,23738.04,155616.04
da7b8337e3a04bf1b62138eca6c9f108,10ABCDE4034F1Z534,15ABCDE1206F1Z317,INV-1049,2023-09-08,54299.61,9773.93,64073.54
1446346b16854106a6dd5abc291a69a4,07BBBBB5892B1Z220,17ABCDE4217F1Z753,INV-1050,2023-08-01,415037.19,74706.69,489743.88
a9f4bebe14e347199d894ef1461fee33,24ABCDE4572F1Z429,34ABCDE2531F1Z501,INV-1051,2023-09-04,289471.96,52104.95,341576.91000000003
ab5a85dc2b6d48e2b8ae7b6b5c1e58db,33ABCDE9435F1Z924,17ABCDE7235F1Z905,INV-1052,2023-07-09,90444.71,16280.05,106724.76000000001
902bda4ca2d54f9d86cb18a1b87437e9,33ABCDE8386F1Z428,22ABCDE6373F1Z1168,INV-1053,2023-04-13,330549.72,59498.95,390048.67
ee6f48c6e95243f999538a2155bb075a,07BBBBB8689B1Z487,31ABCDE2200F1Z109,INV-1054,2023-10-16,349217.54,62859.16,412076.69999999995
7d7055492d234869a875ae5740dfe3b8,13ABCDE8794F1Z793,33ABCDE5912F1Z241,INV-1055,2023-11-27,381601.88,68688.34,450290.22
a895997825bb452e92f2201c5d39ea80,35ABCDE4294F1Z1191,14ABCDE6854F1Z966,INV-1056,2023-05-07,131918.47,23745.32,155663.79
1033832b6f7740d5a673e8ff6567f38b,12ABCDE4849F1Z437,29ABCDE7543F1Z224,INV-1057,2023-10-01,170715.47,30728.78,201444.25
c6dd1b103f164fc7b48ac9ea877795a6,18ABCDE3780F1Z742,28ABCDE6130F1Z306,INV-1058,2023-04-11,130995.23,23579.14,154574.37
b7e84caf8f9144c589f107d6f36754fe,22ABCDE8081F1Z655,30ABCDE3270F1Z359,INV-1059,2023-05-16,471818.0,84927.24,556745.24
411f5c38b1d94853bfd598b77daa2e96,33ABCDE3805F1Z356,35ABCDE9382F1Z509,INV-1060,2023-12-28,411620.71,74091.73,485712.44
d2a4b0413b5349d392f15acde5afaeef,24ABCDE6433F1Z1017,16ABCDE1192F1Z351,INV-1061,2023-07-15,378404.57,68112.82,446517.39
77930be5435943fd9593a0b2751427bb,18ABCDE1526F1Z914,14ABCDE1347F1Z192,INV-1062,2024-01-03,120405.96,21673.07,142079.03
93394791d8ee4a45a4ff52e0c6c4b1e0,34ABCDE5292F1Z452,20ABCDE1450F1Z837,INV-1063,2023-12-09,300843.44,54151.82,354995.26
c3ddc710a3d3419eb3bda7ad0d3e4da9,31ABCDE6669F1Z979,26ABCDE5038F1Z1047,INV-1064,2023-11-04,246354.88,44343.88,290698.76
dfe7187379964771a24f33e1bd84b968,33ABCDE3319F1Z901,14ABCDE6012F1Z301,INV-1065,2023-09-26,298025.45,53644.58,351670.03
14cb2b65487745188603099b7a334dee,36ABCDE6998F1Z274,14ABCDE4798F1Z594,INV-1066,2023-07-24,386696.6,69605.39,456301.99
3e46c8d8d66f488a871e39a0ca2f313f,29ABCDE9226F1Z229,16ABCDE3580F1Z151,INV-1067,2023-09-23,395016.86,71103.03,466119.89
d346d03e21e146c49ee5b34bc3dcd0d7,14ABCDE8807F1Z964,16ABCDE4040F1Z912,INV-1068,2023-05-13,411569.92,74082.59,485652.51
d371d159fb2e4d3899eb7b54bd948795,32ABCDE7693F1Z8,27ABCDE3137F1Z410,INV-1069,2023-07-10,58846.2,10592.32,69438.51999999999
e4bb9337489d4a6aaef1511a7b021a56,34ABCDE7399F1Z644,11ABCDE6606F1Z349,INV-1070,2023-12-11,282361.95,50825.15,333187.10000000003
9dbd65c6eae549ec9bc39d53ed14844f,36ABCDE1352F1Z1062,16ABCDE6638F1Z84,INV-1071,2023-07-28,208709.42,37567.7,246277.12
f30c18326fca44b0a33c79764db452b0,13ABCDE6084F1Z1064,15ABCDE2773F1Z41,INV-1072,2023-12-29,487526.05,87754.69,575280.74
a90a6c309c0a4a838db38138cb873ad2,34ABCDE8100F1Z535,26ABCDE9625F1Z1097,INV-1073,2023-06-07,151444.83,27260.07,178704.9
4c92ca5360dd426fba1b6e55448cf505,19ABCDE8619F1Z267,14ABCDE8611F1Z578,INV-1074,2023-05-30,82384.86,14829.27,97214.13
6e57c366ae6343b3825d129844e30873,23ABCDE1540F1Z1178,17ABCDE1295F1Z955,INV-1075,2023-11-10,342230.47,61601.48,403831.94999999995
5fba79e587e649d2bb8952294d656f2b,27AAAAA2285A1Z17,27AAAAA4075A1Z27,INV-1076,2023-07-03,274363.34,49385.4,323748.74000000005
51108e4a31004e72ae0364a93ebc698b,23ABCDE6545F1Z922,13ABCDE2745F1Z200,INV-1077,2023-12-02,478947.47,86210.54,565158.01
c1193d8a5d784eb6859dc3a6ecaad7f9,32ABCDE8453F1Z758,29ABCDE2291F1Z530,INV-1078,2023-12-20,184540.35,33217.26,217757.61000000002
de17fe9d6a18464ea490edc867384735,19ABCDE2700F1Z42,34ABCDE2861F1Z1058,INV-1079,2023-06-20,344877.82,62078.01,406955.83
10de7d0525f04086b969dbeb35a99383,10ABCDE2392F1Z1180,23ABCDE7779F1Z900,INV-1080,2023-12-05,200385.9,36069.46,236455.36
a68ee62708364295b3bb4885b6f7ed76,18ABCDE4676F1Z958,33ABCDE1229F1Z1152,INV-1081,2023-10-05,275190.15,49534.23,324724.38
dc32263d51e246828624f765ae8fcba5,30ABCDE4085F1Z695,27ABCDE3872F1Z1023,INV-1082,2023-11-14,172391.66,31030.5,203422.16
2458b86c07a54f9e8182ae9a207d5bb6,07BBBBB2422B1Z123,34ABCDE7302F1Z338,INV-1083,2024-01-23,218748.81,39374.79,258123.6
ed0784c2115242e99f95f3770b548a4f,21ABCDE1480F1Z671,13ABCDE5235F1Z859,INV-1084,2024-01-08,126777.64,22819.98,149597.62
baeaa48ce90746549f9e77526d0bc4f2,33ABCDE9435F1Z924,24ABCDE4637F1Z780,INV-1085,2024-01-18,441704.03,79506.73,521210.76
f8872875e81b4e6b94509c00a55bcb11,36ABCDE7356F1Z716,25ABCDE6753F1Z164,INV-1086,2023-07-02,246131.48,44303.67,290435.15
c9430f806d384377a37f0adafe6c28da,24ABCDE8476F1Z751,19ABCDE8579F1Z426,INV-1087,2023-10-29,323527.43,58234.94,381762.37
60d4ff277a7540ba8c7e077551cdfb33,31ABCDE7827F1Z686,13ABCDE2763F1Z321,INV-1088,2023-10-17,484635.0,87234.3,571869.3
c4d43bbdcda54c7b86aad521b7f413da,13ABCDE6500F1Z292,14ABCDE8617F1Z122,INV-1089,2023-04-26,289424.42,52096.4,341520.82
a04aa67a243d4cfa9ece5503f7f4d71f,29ABCDE8990F1Z468,33ABCDE2789F1Z1081,INV-1090,2023-12-08,307465.0,55343.7,362808.7
af1da903bc4340979135c2b09a6c3fbc,16ABCDE4036F1Z702,29ABCDE2955F1Z1189,INV-1091,2023-08-01,439137.62,79044.77,518182.39
b4738067b754498d91af8cc555934299,27AAAAA4096A1Z104,27AAAAA4135A1Z100,INV-1092,2023-09-06,77266.78,13908.02,91174.8
39abb8159bed4f7d9c413befb17d12d8,33ABCDE1289F1Z324,20ABCDE9220F1Z1151,INV-1093,2023-05-16,338320.67,60897.72,399218.39
c700255513864bee91f169719d3cebe4,23ABCDE2691F1Z404,12ABCDE8685F1Z544,INV-1094,2023-07-20,469025.07,84424.51,553449.58
1d0e15fa88e54ef68c1ad1cd5a3b7577,36ABCDE1685F1Z420,29ABCDE6877F1Z367,INV-1095,2023-09-09,329268.28,59268.29,388536.57
1e41d32352de4d49809125d2cb3cd9d8,10ABCDE7755F1Z322,28ABCDE5638F1Z819,INV-1096,2023-12-09,180689.96,32524.19,213214.15
32a6f4e908b14af5876849330387ab72,07BBBBB8966B1Z447,24ABCDE4610F1Z462,INV-1097,2023-05-15,64179.23,11552.26,75731.49
a1fbb611753147bfaf33cde47b63995f,35ABCDE2941F1Z739,28ABCDE4765F1Z1109,INV-1098,2023-11-16,320361.92,57665.15,378027.07
f8810ebbd10749caa2f0b8e4dba85218,27AAAAA5639A1Z81,27AAAAA6092A1Z291,INV-1099,2023-07-13,429134.55,77244.22,506378.77
a54c347e51ba46b4b9e8ddee47f493fc,15ABCDE8119F1Z450,22ABCDE6336F1Z816,INV-1100,2023-11-21,78395.02,14111.1,92506.12000000001
b586b8e992904e1bae09236290148b00,25ABCDE8657F1Z849,33ABCDE6864F1Z651,INV-1101,2024-01-24,406281.47,73130.66,479412.13
3432876639f9480c9bb64e4a66d1dc19,27AAAAA8284A1Z95,27AAAAA5545A1Z267,INV-1102,2023-05-14,218735.22,39372.34,258107.56
e40411f3d5b74413bd76b59bfc7842ea,27AAAAA7627A1Z270,27AAAAA5546A1Z176,INV-1103,2024-01-07,123280.94,22190.57,145471.51
5a36ef7b2da74923b76fc5b0263038ea,27AAAAA3693A1Z296,27AAAAA8802A1Z279,INV-1104,2023-05-27,201757.3,36316.31,238073.61
8e34faac9b0d4fe18ea1fbab3e101336,27ABCDE6878F1Z44,15ABCDE8119F1Z450,INV-1105,2023-06-26,137826.02,24808.68,162634.69999999998
75dcffe234714bc29364038d7540858a,16ABCDE7459F1Z285,19ABCDE6787F1Z139,INV-1106,2023-07-10,145302.42,26154.44,171456.86000000002
d805322c5f9144d6a564795f777cb63e,14ABCDE8033F1Z591,35ABCDE9382F1Z509,INV-1107,2023-04-08,193730.05,34871.41,228601.46
25201e4b92574033b984c58ef724c483,30ABCDE5381F1Z784,35ABCDE9854F1Z1195,INV-1108,2023-07-28,216351.57,38943.28,255294.85
ac19b874305b4e44a28afe85bde260f1,07BBBBB2673B1Z305,23ABCDE7990F1Z475,INV-1109,2024-01-09,279241.74,50263.51,329505.25
9076c6f7319345b5bd9dfb688d41badd,19ABCDE8624F1Z1173,31ABCDE2569F1Z803,INV-1110,2023-06-07,258232.91,46481.92,304714.83
9ce468c992dd40f9a4fc60783257e1b3,07BBBBB5892B1Z220,33ABCDE9435F1Z924,INV-1111,2023-05-25,488750.8,87975.14,576725.94
4eff8efd066b409fadd9e1caf285d9b1,17ABCDE9250F1Z400,31ABCDE3087F1Z514,INV-1112,2023-07-18,174078.65,31334.16,205412.81
f3b74dc08f124b73b05614a30421b187,22ABCDE2221F1Z942,15ABCDE7062F1Z1169,INV-1113,2024-01-18,306053.95,55089.71,361143.66000000003
046a50c80ff54a91bb80f06304a89ee5,16ABCDE1321F1Z1120,18ABCDE3479F1Z1106,INV-1114,2023-07-08,233426.34,42016.74,275443.08
ec517684846f44b499341cee784f151e,27AAAAA7903A1Z46,27AAAAA8867A1Z35,INV-1115,2023-08-26,286303.0,51534.54,337837.54
8624977325bd4ac39c1a2d9af66ddf84,28ABCDE3893F1Z194,36ABCDE2030F1Z648,INV-1116,2023-11-11,157765.44,28397.78,186163.22
1962209a8f51428786134668c4f4725e,16ABCDE9404F1Z340,10ABCDE5607F1Z1188,INV-1117,2023-06-01,439402.07,79092.37,518494.44
a70751773b6b47e5833e7a98392707c2,27ABCDE7995F1Z824,26ABCDE6141F1Z949,INV-1118,2023-04-27,420706.79,75727.22,496434.01
2117a6e0c58d4c7580b232fa7f4878e4,34ABCDE7847F1Z1127,17ABCDE7092F1Z556,INV-1119,2023-11-15,408298.61,73493.75,481792.36
0bbd01c19739488eb067873db5763f2e,36ABCDE7762F1Z154,19ABCDE3449F1Z456,INV-1120,2023-04-22,253278.13,45590.06,298868.19
49c8f5212ce140ac97f508fd8f00cc7b,30ABCDE4005F1Z1053,21ABCDE1480F1Z671,INV-1121,2023-04-21,223185.82,40173.45,263359.27
812e7b2af23545edb0aeee22a476a081,13ABCDE6098F1Z168,27ABCDE3598F1Z728,INV-1122,2023-07-11,189160.71,34048.93,223209.63999999998
393dd75eed084500becb33d73711387a,22ABCDE6794F1Z315,25ABCDE6399F1Z97,INV-1123,2023-06-01,243482.0,43826.76,287308.76
253dc55e517342098ee53e5a4efae5f3,33ABCDE9908F1Z1115,23ABCDE6292F1Z152,INV-1124,2023-11-07,487067.27,87672.11,574739.38
3eccfe31808f435ebd3ddfb2069d4af2,07BBBBB9539B1Z7,26ABCDE8242F1Z768,INV-1125,2023-12-22,184268.27,33168.29,217436.56
389743e1d20148e89b61697f693ef438,30ABCDE4266F1Z130,14ABCDE2282F1Z989,INV-1126,2024-01-05,67455.08,12141.91,79596.99
13501902313646e29a239c45ed90a7ea,27AAAAA1550A1Z54,27AAAAA1559A1Z33,INV-1127,2023-11-03,381918.5,68745.33,450663.83
c3dd53e392ba4251bf5c527ab5e46a47,25ABCDE4358F1Z1036,10ABCDE6453F1Z196,INV-1128,2023-06-08,258444.94,46520.09,304965.03
9607f94bdd7645eea1970e9ad143fb97,18ABCDE2440F1Z239,27ABCDE1954F1Z541,INV-1129,2023-09-12,79690.84,14344.35,94035.19
d3b31758e0c64cf3900d0bfe48540ef0,27AAAAA1036A1Z261,27AAAAA6162A1Z164,INV-1130,2023-11-12,132891.23,23920.42,156811.65000000002
1075fd57bbc440cd89386716a2328c78,36ABCDE7412F1Z22,11ABCDE6606F1Z349,INV-1131,2023-07-06,389745.19,70154.13,459899.32
3975156d56b4464d8628f2501586189c,25ABCDE4358F1Z1036,26ABCDE9625F1Z1097,INV-1132,2023-12-07,88866.22,15995.92,104862.14
611f95c26aef4ad786568e6bc1a20470,32ABCDE8216F1Z967,25ABCDE5996F1Z876,INV-1133,2023-10-17,347882.61,62618.87,410501.48
3bf9c1a9a97b46a784648acfd958de8f,33ABCDE4255F1Z237,36ABCDE9385F1Z867,INV-1134,2024-01-05,315013.43,56702.42,371715.85
e965e94adb814fdbbb9d76b355a75a14,27AAAAA4096A1Z104,27AAAAA3205A1Z165,INV-1135,2023-07-02,353878.25,63698.08,417576.33
6bba195bfa3142fc9bb09c278e4318fb,21ABCDE3550F1Z890,14ABCDE5144F1Z839,INV-1136,2023-04-19,176049.19,31688.85,207738.04
a1735edeb3ce4d9b9f3edb616784ac38,27AAAAA6070A1Z263,27AAAAA1587A1Z85,INV-1137,2023-05-16,276586.01,49785.48,326371.49
0723c817ee2644f382e0234fdf701ded,36ABCDE7356F1Z716,29ABCDE8384F1Z674,INV-1138,2023-09-09,395730.06,71231.41,466961.47
20394e38128b478fa765f31444769d2c,26ABCDE1332F1Z766,14ABCDE5954F1Z1159,INV-1139,2023-08-24,442233.04,79601.95,521834.99
bfe5cae360db4bc49fb51e3320a312b3,29ABCDE9836F1Z1108,31ABCDE2874F1Z943,INV-1140,2023-11-11,288359.36,51904.68,340264.04
feef0ddd03b94c29a795b593ed777cb6,12ABCDE4800F1Z1194,13ABCDE9112F1Z430,INV-1141,2023-09-26,379925.53,68386.6,448312.13
69630557dc8b4225af6865122c6a5620,34ABCDE2511F1Z70,32ABCDE4452F1Z145,INV-1142,2023-12-21,73770.43,13278.68,87049.10999999999
73e46bae10d547beb3cbfcad30c4f85a,16ABCDE8095F1Z621,14ABCDE4898F1Z43,INV-1143,2023-07-14,188928.99,34007.22,222936.21
d65cbbbc78eb464eb8aca10e626572fa,28ABCDE6731F1Z654,15ABCDE7557F1Z368,INV-1144,2023-04-27,497461.72,89543.11,587004.83
9cb68403157e47f4b7e4d0699483985d,07BBBBB3016B1Z462,35ABCDE7124F1Z290,INV-1145,2023-07-15,281394.05,50650.93,332044.98
ac9075fd03054504b9cae86bb9e04d2a,16ABCDE8753F1Z916,17ABCDE1009F1Z1065,INV-1146,2023-05-25,298710.65,53767.92,352478.57
e7c68ffaab514ce1909e5774fa82f81d,33ABCDE1289F1Z324,11ABCDE4953F1Z1164,INV-1147,2023-12-28,147629.34,26573.28,174202.62
7fe1f0511d0e4fb1bc0f623e686fc05b,27AAAAA3055A1Z102,27AAAAA5925A1Z41,INV-1148,2024-01-08,314118.01,56541.24,370659.25
912482e1929b455d8e7ac90dec92eadf,07BBBBB6594B1Z179,35ABCDE4154F1Z781,INV-1149,2023-11-13,361690.32,65104.26,426794.58
42562a9557c84322a12b58267083ff75,23ABCDE2439F1Z228,32ABCDE9348F1Z927,INV-1150,2023-08-24,276991.0,49858.38,326849.38
6bbd53b329a6441bbacde41b15473734,20ABCDE9440F1Z34,35ABCDE1950F1Z923,INV-1151,2023-08-22,326195.56,58715.2,384910.76
a191659729ed48da9684feb61b809513,30ABCDE9252F1Z482,29ABCDE2784F1Z1002,INV-1152,2023-08-29,184926.19,33286.71,218212.9
3a1b70a913b949818bc657f33871fd0d,16ABCDE2755F1Z747,17ABCDE9604F1Z1010,INV-1153,2023-05-28,344294.85,61973.07,406267.92
2f3f9aa410ef4a84a4d137a11be43417,27ABCDE7203F1Z715,23ABCDE7239F1Z204,INV-1154,2023-07-07,50612.38,9110.23,59722.61
21e47b9fd1a44862930f646174d1d34a,27ABCDE3022F1Z869,11ABCDE6917F1Z79,INV-1155,2023-05-18,178265.08,32087.71,210352.78999999998
51d0c65b52084802909784784b3b4138,33ABCDE8660F1Z894,27ABCDE7902F1Z378,INV-1156,2023-10-29,184568.17,33222.27,217790.44
88bdad1265fe4d0b896a544e40dce88d,24ABCDE4637F1Z780,22ABCDE7366F1Z251,INV-1157,2023-05-06,101333.69,18240.06,119573.75
a3a3957ed62b43f7b7049f4b3a0a3ea3,35ABCDE9088F1Z940,25ABCDE8551F1Z1153,INV-1158,2023-08-28,448241.26,80683.43,528924.69
da95bbd7509c43a69ff7781905f808c4,30ABCDE4896F1Z312,24ABCDE4359F1Z749,INV-1159,2023-11-15,474172.24,85351.0,559523.24
38139f73be194fa5bd5839260dfb3c89,20ABCDE3560F1Z968,23ABCDE8663F1Z282,INV-1160,2023-12-14,107727.92,19391.03,127118.95
ae0610f1d4c547dcab315bce774f43c7,27AAAAA2239A1Z16,27AAAAA8315A1Z286,INV-1161,2023-11-05,469489.36,84508.08,553997.44
518c7b8fb0fe47c1b4b1c037eda716fd,35ABCDE4671F1Z18,33ABCDE6890F1Z486,INV-1162,2024-01-03,261000.74,46980.13,307980.87
23e6effd4e6e4fa5a349e538190e30b0,30ABCDE6757F1Z577,27ABCDE3022F1Z869,INV-1163,2023-04-10,429344.82,77282.07,506626.89
37eff840e13f45f29746dadeef4a8a57,07BBBBB8125B1Z367,32ABCDE3626F1Z1090,INV-1164,2023-12-10,141328.31,25439.1,166767.41
3710ad71c5614c6f81cef1962fade791,07BBBBB5454B1Z25,24ABCDE5173F1Z1061,INV-1165,2023-07-11,386458.63,69562.55,456021.18
beeb446170d0410db3a991a52bc7f01e,31ABCDE8165F1Z50,22ABCDE3165F1Z752,INV-1166,2023-05-23,74420.0,13395.6,87815.6
a2d62d728fee4003a1ec96ac027242e7,24ABCDE4801F1Z170,25ABCDE5512F1Z159,INV-1167,2023-08-15,312576.12,56263.7,368839.82
104b965080c14aa1a28a57246d8f65df,16ABCDE8946F1Z112,15ABCDE8613F1Z403,INV-1168,2023-05-07,111086.18,19995.51,131081.69
f029fdc483334281b6c1c1b4ccd9134c,27AAAAA7652A1Z146,27AAAAA8870A1Z80,INV-1169,2023-09-03,192212.63,34598.27,226810.9
a735f542dce441df9a910ce3a7b5d07d,27AAAAA3767A1Z177,27AAAAA9461A1Z82,INV-1170,2024-01-09,260644.65,46916.04,307560.69
ad33d13d87aa496bb53e8a6769abcfda,27AAAAA7097A1Z237,27AAAAA9347A1Z86,INV-1171,2023-11-20,190953.87,34371.7,225325.57
5948a5b00b3d41c19e5487733f2ad14a,33ABCDE6864F1Z651,14ABCDE5126F1Z348,INV-1172,2023-08-08,245268.2,44148.28,289416.48
e5fdfc56df754da8a11411b17fb8b077,29ABCDE6278F1Z931,31ABCDE6669F1Z979,INV-1173,2023-10-07,227452.15,40941.39,268393.54
495095037a944c2699be47e012e7f5f2,21ABCDE1194F1Z115,36ABCDE4002F1Z861,INV-1174,2023-11-10,151295.14,27233.13,178528.27000000002
7ccb63fcd4f94d9db8302681508051cf,27AAAAA8413A1Z281,27AAAAA7321A1Z151,INV-1175,2023-04-18,63093.14,11356.77,74449.91
783c56cd07e44edc99d94234884d3b3a,31ABCDE1404F1Z757,18ABCDE8021F1Z265,INV-1176,2023-11-02,140571.1,25302.8,165873.9
